QUOTE_DATE,EXPIRE_DATE,OPTION_TYPE,DTE,UNDERLYING_LAST,STRIKE,BID,ASK,VOLUME,IV,MID_PRICE,STRIKE_TO_SPOT,MONEYNESS
2023-06-30,2023-07-03,CALL,3.0,4450.23,4550.0,0.05,0.1,302.0,0.09269,0.07500000000000001,1.0224190659808594,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,3800.0,649.6,653.7,3.0,0.74844,651.6500000000001,0.8538884507092893,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4000.0,449.7,453.8,1.0,0.51861,451.75,0.8988299481150414,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4060.0,389.8,393.9,1.0,0.45574,391.85,0.912312397336767,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4100.0,349.8,353.9,5.0,0.41365,351.85,0.9213006968179174,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4110.0,339.8,343.9,1.0,0.40275,341.85,0.923547771688205,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4115.0,334.8,338.9,1.0,0.39729,336.85,0.9246713091233487,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4130.0,319.8,324.7,1.0,0.38988,322.25,0.9280419214287802,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4150.0,299.9,303.9,1.0,0.36295,301.9,0.9325360711693553,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4160.0,289.9,294.0,1.0,0.35373,291.95,0.934783146039643,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4165.0,284.9,289.0,1.0,0.34777,286.95,0.9359066834747868,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4170.0,279.9,284.0,1.0,0.3433,281.95,0.9370302209099306,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4180.0,269.9,274.0,1.0,0.33294,271.95,0.9392772957802182,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4190.0,259.9,264.0,1.0,0.32233,261.95,0.9415243706505058,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4195.0,254.9,259.0,2.0,0.31722,256.95,0.9426479080856496,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4200.0,249.9,254.0,1.0,0.3129,251.95,0.9437714455207934,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4210.0,239.9,244.0,1.0,0.30273,241.95,0.946018520391081,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4215.0,234.9,239.8,3.0,0.30385,237.35000000000002,0.9471420578262248,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4220.0,229.9,234.0,1.0,0.29251,231.95,0.9482655952613686,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4225.0,225.0,228.2,3.0,0.28146,226.6,0.9493891326965124,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4230.0,220.0,224.1,1.0,0.28384,222.05,0.9505126701316562,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4235.0,215.0,219.1,1.0,0.27879,217.05,0.9516362075668,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4240.0,210.0,214.1,7.0,0.27361,212.05,0.9527597450019438,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4245.0,205.0,209.1,1.0,0.26835,207.05,0.9538832824370876,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4250.0,200.1,203.2,2.0,0.25738,201.64999999999998,0.9550068198722315,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4255.0,195.0,199.1,6.0,0.25856,197.05,0.9561303573073752,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4260.0,190.0,194.1,10.0,0.25358,192.05,0.957253894742519,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4265.0,185.0,189.1,7.0,0.2483,187.05,0.9583774321776628,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4270.0,181.1,183.3,7.0,0.24544,182.2,0.9595009696128066,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4275.0,175.9,179.1,5.0,0.24474,177.5,0.9606245070479504,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4280.0,170.0,174.1,5.0,0.23277,172.05,0.9617480444830943,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4290.0,161.3,164.2,7.0,0.23186,162.75,0.9639951193533818,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4295.0,155.1,159.2,2.0,0.21907,157.14999999999998,0.9651186567885256,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4300.0,150.1,154.2,4.0,0.21294,152.14999999999998,0.9662421942236694,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4305.0,145.1,149.2,2.0,0.20794,147.14999999999998,0.9673657316588132,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4310.0,141.0,144.2,4.0,0.20869,142.6,0.968489269093957,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4315.0,135.1,139.2,2.0,0.19753,137.14999999999998,0.9696128065291009,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4320.0,131.2,134.2,1.0,0.19868,132.7,0.9707363439642447,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4325.0,125.2,129.3,2.0,0.18808,127.25,0.9718598813993884,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4330.0,120.2,124.3,17.0,0.18307,122.25,0.9729834188345322,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4335.0,115.2,119.3,11.0,0.17757,117.25,0.974106956269676,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4340.0,110.2,114.3,6.0,0.17139,112.25,0.9752304937048198,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4345.0,106.3,109.3,21.0,0.1722,107.8,0.9763540311399637,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4350.0,100.3,104.4,6.0,0.16196,102.35,0.9774775685751075,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4355.0,95.7,99.4,2.0,0.1575,97.55000000000001,0.9786011060102513,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4360.0,90.3,94.4,20.0,0.15034,92.35,0.979724643445395,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4365.0,85.4,89.5,37.0,0.14501,87.45,0.9808481808805388,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4370.0,80.4,84.5,119.0,0.13905,82.45,0.9819717183156826,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4375.0,75.5,79.6,133.0,0.1342,77.55,0.9830952557508265,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4380.0,70.7,74.7,349.0,0.12997,72.7,0.9842187931859703,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4385.0,65.8,69.8,13.0,0.12413,67.8,0.9853423306211141,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4390.0,61.0,65.0,455.0,0.11985,63.0,0.9864658680562579,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4395.0,56.3,59.5,102.0,0.11223,57.9,0.9875894054914016,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4400.0,51.7,55.5,483.0,0.11076,53.6,0.9887129429265454,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4405.0,47.1,50.9,80.0,0.10649,49.0,0.9898364803616893,ITM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4410.0,43.0,46.1,252.0,0.10281,44.55,0.9909600177968331,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4415.0,38.3,41.7,520.0,0.09837,40.0,0.9920835552319769,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4420.0,34.2,37.6,118.0,0.09504,35.900000000000006,0.9932070926671207,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4425.0,30.2,33.5,521.0,0.09199,31.85,0.9943306301022645,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4430.0,26.5,29.0,429.0,0.08814,27.75,0.9954541675374082,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4435.0,23.7,24.9,293.0,0.08614,24.299999999999997,0.996577704972552,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4440.0,20.5,21.5,297.0,0.08428,21.0,0.9977012424076959,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4445.0,17.6,18.1,386.0,0.08196,17.85,0.9988247798428397,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4450.0,14.9,15.3,1685.0,0.08027,15.100000000000001,0.9999483172779835,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4455.0,12.4,12.8,581.0,0.07895,12.600000000000001,1.0010718547131272,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4460.0,10.3,10.6,1088.0,0.07805,10.45,1.0021953921482711,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4465.0,8.4,8.7,521.0,0.07615,8.55,1.0033189295834148,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4470.0,6.8,7.1,426.0,0.07534,6.949999999999999,1.0044424670185588,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4475.0,5.4,5.7,484.0,0.07482,5.550000000000001,1.0055660044537025,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4480.0,4.3,4.6,354.0,0.07447,4.449999999999999,1.0066895418888462,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4485.0,3.3,3.6,307.0,0.07413,3.45,1.0078130793239901,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4490.0,2.6,2.75,297.0,0.07372,2.675,1.0089366167591338,ATM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4495.0,2.0,2.15,265.0,0.07307,2.075,1.0100601541942777,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4500.0,1.55,1.7,857.0,0.07339,1.625,1.0111836916294215,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4505.0,1.15,1.3,186.0,0.07351,1.225,1.0123072290645654,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4510.0,0.9,1.0,608.0,0.07358,0.95,1.013430766499709,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4520.0,0.55,0.65,615.0,0.07519,0.6000000000000001,1.0156778413699967,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4525.0,0.45,0.5,281.0,0.07655,0.475,1.0168013788051404,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4530.0,0.35,0.45,195.0,0.07812,0.4,1.0179249162402844,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4540.0,0.25,0.3,86.0,0.08067,0.275,1.020171991110572,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4550.0,0.15,0.25,695.0,0.08415,0.2,1.0224190659808594,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4575.0,0.1,0.2,47.0,0.09726,0.15000000000000002,1.0280367531565786,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4600.0,0.05,0.15,43.0,0.10756,0.1,1.0336544403322976,OTM
2023-06-30,2023-07-05,CALL,5.0,4450.23,4650.0,0.05,0.1,3.0,0.13285,0.07500000000000001,1.0448898146837355,OTM
2023-06-30,2023-07-06,CALL,6.0,4450.23,3875.0,576.4,580.5,10.0,0.62832,578.45,0.8707415122364462,ITM
2023-06-30,2023-07-06,CALL,6.0,4450.23,4000.0,451.5,455.6,1.0,0.498,453.55,0.8988299481150414,ITM
2023-06-30,2023-07-06,CALL,6.0,4450.23,4100.0,351.6,355.7,4.0,0.39874,353.65,0.9213006968179174,ITM
2023-06-30,2023-07-06,CALL,6.0,4450.23,4125.0,326.7,330.7,1.0,0.37419,328.7,0.9269183839936364,ITM
2023-06-30,2023-07-06,CALL,6.0,4450.23,4130.0,322.2,325.8,1.0,0.37371,324.0,0.9280419214287802,ITM
2023-06-30,2023-07-06,CALL,6.0,4450.23,4150.0,301.7,305.8,1.0,0.35015,303.75,0.9325360711693553,ITM
2023-06-30,2023-07-06,CALL,6.0,4450.23,4160.0,291.7,295.8,2.0,0.34133,293.75,0.934783146039643,ITM
2023-06-30,2023-07-06,CALL,6.0,4450.23,4170.0,281.7,285.8,2.0,0.33086,283.75,0.9370302209099306,ITM
2023-06-30,2023-07-06,CALL,6.0,4450.23,4180.0,271.8,275.8,10.0,0.32226,273.8,0.9392772957802182,ITM
